Timestamp,year,TOT_PREP(mm),Total rrad,Tatal PFD,Total Global Rad,Global Ref,Std Global Rad,Std Ref Rad,Max Wind_S,Time,AirTC_Max,Time,RH_Max,Time,min Wind_s,Time,AirTC_Min,Time,RH_Min,Tmin RH,MWind Seep,MWind deg.,Std m deg,Std Wind_S,0-45,45-90,90-135,135-180,180-225,225-270,270-315,315-360,Volt,Comentarios
14/06/15,2015,0.5,1080.2,22754,966,115.1,273.7,32.47,6.993,1353,29.6,1553,88.5,2146,0,0,22.42,2304,56.88,1548,1.164,32.54,66.96,1.024,0.36,0.252,0.125,0.068,0.07,0.074,0.099,0.116,12.37,
15/06/15,2015,0.5,1825.3,29927,1277,149.4,339.9,39.67,5.554,1222,29.71,1415,89.1,2217,0,0,22.42,134,56.97,1416,1.029,264.5,56.61,0.849,0.21,0.163,0.109,0.09,0.107,0.103,0.138,0.11,12.37,
16/06/15,2015,0.3,2059.9,24607,1045,118.9,286.4,32.09,5.554,1054,29.46,1304,87.8,39,0,2,22.34,202,49.22,1253,1.026,96.6,64.39,0.779,0.178,0.168,0.19,0.122,0.081,0.076,0.114,0.097,12.38,
17/06/15,2015,2.4,2521.8,9072.2,364.9,38.99,107.2,11.86,4.596,952,26.22,1102,89.4,1934,0,1,23.4,115,77.8,1102,0.79,53.92,69.13,0.728,0.165,0.185,0.127,0.065,0.047,0.064,0.079,0.059,12.4,
18/06/15,2015,0.2,6118.8,23046,1002,115.1,269,30.81,4.915,102,29.35,1148,90.1,342,0,0,23.46,2358,59.53,1147,0.926,21.05,69.88,0.826,0.215,0.188,0.12,0.063,0.057,0.08,0.108,0.096,12.38,
19/06/15,2015,0,638.11,23573,1026,120.9,288.2,33.54,6.833,1422,29.66,1440,88.7,322,0,0,23.04,537,56.49,1440,0.875,314.3,52.48,0.951,0.259,0.143,0.043,0.03,0.06,0.098,0.133,0.109,12.38,
20/06/15,2015,0,252.35,26826,1159,132.7,308.8,35.08,6.034,1552,29.73,1232,86.1,435,0,1,22.64,433,54.07,1233,0.962,2.519,55.08,0.857,0.234,0.167,0.112,0.081,0.056,0.082,0.13,0.1,12.38,
21/06/15,2015,3,755.45,30073,1288,147.1,359.4,40.63,6.194,1202,29.28,1215,90.3,539,0,0,21.64,501,49.08,1243,1.11,8.67,65.24,0.901,0.266,0.203,0.121,0.072,0.077,0.095,0.143,0.134,12.38,
22/06/15,2015,5.6,1024.3,18047,750,85.6,259.2,28.57,7.15,1339,28.45,1042,91.1,345,0,6,21.06,1436,61.27,1122,1.227,337.1,74.6,0.979,0.221,0.203,0.14,0.082,0.086,0.134,0.23,0.131,12.38,
23/06/15,2015,1.1,6337.1,21691,935,104.5,289.2,32.47,7.15,1220,28.79,1358,89.7,10,0,4,22.63,110,54.06,1252,1.348,62.06,69.6,1.023,0.308,0.327,0.216,0.114,0.065,0.068,0.125,0.124,12.38,
24/06/15,2015,0.6,7519.4,24813,1111,127.8,294,33.63,7.63,1131,30.17,1539,89.2,604,0,0,22.91,356,54.02,1535,0.971,11.72,72.7,0.945,0.167,0.191,0.129,0.076,0.071,0.109,0.138,0.089,12.38,
25/06/15,2015,0.1,6810.4,22798,993,112.4,279.5,31.06,6.673,1052,28.96,1222,83.7,2341,0,1,22.66,2325,50.91,1115,1.096,51.58,71.6,0.934,0.221,0.236,0.193,0.094,0.055,0.065,0.113,0.118,12.38,
26/06/15,2015,5.2,6882.8,22860,1004,116.1,290.4,33.46,6.993,1237,28.72,1535,91.3,759,0,0,21.45,559,59.94,1453,1.096,5.718,69.05,1.018,0.288,0.216,0.109,0.057,0.062,0.1,0.154,0.111,12.38,
27/06/15,2015,0.2,7981.6,26837,1175,132.3,331.6,36.86,7.47,1320,29.21,1313,89.3,432,0,0,23.18,437,53.16,1339,1.352,33.29,71.9,1.096,0.394,0.3,0.158,0.083,0.047,0.072,0.14,0.157,12.38,
28/06/15,2015,2.5,5956.9,19733,883,102.4,247.6,28.23,5.874,107,29.01,1423,94.3,213,0,2,23.09,125,61.83,1423,1.044,354.9,76.6,0.819,0.195,0.183,0.112,0.074,0.078,0.125,0.186,0.09,12.39,
29/06/15,2015,0,6457.8,21366,928,104.9,267.1,29.86,5.395,1207,29.13,1342,85.5,28,0,14,22.66,547,57.9,1343,1.107,274,74.3,0.829,0.18,0.163,0.133,0.083,0.115,0.161,0.162,0.11,12.38,
30/06/15,2015,9.8,3205.5,11307,483.5,54.98,135.6,14.8,7.31,1035,26.45,1758,91.1,2359,0,6,22.06,1128,71.6,724,0.934,239.5,76.1,0.765,0.108,0.154,0.139,0.088,0.092,0.133,0.149,0.071,12.4,
1/7/2015,2015,3.7,3979,13248,587,68.6,171.2,19.75,6.034,446,28.53,1604,92.9,21,0,14,22.37,238,58.82,1604,1.272,50.02,77,0.881,0.258,0.28,0.219,0.098,0.065,0.098,0.151,0.103,12.39,
2/7/2015,2015,0,8385.5,27431,1219,136,339.6,37.52,6.353,1507,28.87,1120,84.9,418,0,1,22.34,447,57.33,1443,1.414,34.46,64.21,1.084,0.374,0.254,0.191,0.105,0.074,0.086,0.141,0.19,12.38,
3/7/2015,2015,2.8,6450.2,21741,948,102.7,275.6,29.43,6.194,1202,28.61,1149,90.2,648,0,0,22.71,604,53.61,1150,1.359,68.82,79.4,0.912,0.258,0.269,0.254,0.14,0.085,0.084,0.141,0.127,12.38,
4/7/2015,2015,0,7269.2,23769,1061,119.4,321.4,35.52,7.95,1419,28.86,1251,85.6,547,0,1,22.96,544,53.13,1251,1.49,61.02,80.2,0.966,0.295,0.308,0.256,0.158,0.093,0.091,0.143,0.147,12.38,
5/7/2015,2015,0.1,7243.6,24061,1060,116.6,307.5,33.58,5.395,811,29.15,1308,87.8,356,0,11,22.63,443,53.64,1008,1.215,49.7,72.9,0.813,0.185,0.191,0.196,0.122,0.11,0.119,0.155,0.137,12.38,
6/7/2015,2015,1.6,6761.9,22833,1019,114.2,280.1,31.4,6.353,1154,29.28,1434,89.2,415,0,0,22.36,220,58.85,1435,1.18,81.5,64.38,0.861,0.209,0.268,0.277,0.151,0.059,0.048,0.073,0.094,12.37,
7/7/2015,2015,0.1,7622.3,26713,1155,127.3,330.5,36.44,5.075,1136,29.8,1339,86.2,533,0,0,22.61,303,56.43,1340,1.042,345.1,70.2,0.81,0.228,0.176,0.112,0.083,0.079,0.108,0.14,0.118,12.38,
8/7/2015,2015,0,5892.6,20824,884,98.1,260,28.64,5.554,1113,28.78,1138,84.8,308,0,2,23.26,320,58.75,1045,1.1,90.2,75.1,0.77,0.174,0.186,0.186,0.133,0.092,0.093,0.135,0.102,12.38,
9/7/2015,2015,3.3,2217.6,21011,961,102.3,278.5,29.11,4.915,848,28.68,1423,90,321,0,1,21.99,448,58.24,1423,1.145,112.1,73.8,0.811,0.148,0.177,0.289,0.187,0.084,0.072,0.108,0.079,12.38,
10/7/2015,2015,0,2656.1,27907,1260,128.9,364.7,36.32,5.395,1235,29.82,1224,85.1,254,0,2,22.38,302,45.84,1309,0.995,19.17,58.46,0.893,0.246,0.172,0.1,0.092,0.088,0.072,0.108,0.117,12.37,
11/7/2015,2015,3.4,2909.2,17366,776,79.7,209.4,21.51,5.075,1349,29.28,1339,89.9,612,0,0,21.28,218,56.25,1340,0.738,296.4,62.28,0.716,0.133,0.099,0.053,0.038,0.063,0.109,0.154,0.088,12.38,
12/7/2015,2015,3.1,282,7099.1,298.9,30.21,88.3,9.23,4.436,1414,25.9,1212,89.9,101,0,0,22.63,445,74.3,1221,0.786,195.6,61.59,0.704,0.081,0.092,0.144,0.129,0.069,0.08,0.136,0.055,12.4,
13/07/15,2015,0.1,7895.9,26882,1282,129.1,333.7,32.94,5.554,1217,29.77,1333,89.4,242,0,2,22.35,540,48.41,1333,0.98,279.4,65.36,0.788,0.195,0.115,0.066,0.053,0.1,0.163,0.175,0.112,12.37,
14/07/15,2015,0.4,6778.2,23104,1078,108.9,334.1,34.1,6.993,1226,29.75,1507,89.3,1911,0,1,22.75,14,57.62,1507,1.383,44.04,71.4,1.023,0.39,0.314,0.187,0.087,0.057,0.072,0.115,0.162,12.37,
15/07/15,2015,0,3517.4,27096,1265,127.8,374.1,37.04,6.833,1134,29.8,1333,86.3,552,0,0,22.2,548,50.13,1208,1.266,14.54,78.6,0.872,0.29,0.218,0.142,0.103,0.097,0.117,0.149,0.15,12.38,
16/07/15,2015,0,4437.6,22117,1028,106.7,305.8,31.5,8.11,1249,29.14,1321,85.3,335,0,9,22.93,337,58.67,1200,1.53,52.88,75.3,1.009,0.359,0.389,0.237,0.108,0.065,0.072,0.14,0.16,12.38,
17/07/15,2015,0,5014.9,30246,1448,149,382.3,38.28,5.554,1220,30.5,1507,83.8,426,0,0,23.2,141,42.21,1525,1.196,34.89,73.5,0.84,0.303,0.243,0.143,0.092,0.06,0.06,0.137,0.158,12.38,
18/07/15,2015,0,1997.6,22923,1058,108.4,293.7,29.57,5.874,1212,29.05,1441,84.6,422,0,4,22.97,416,52.36,1551,1.194,116.9,57.04,0.771,0.188,0.142,0.232,0.295,0.067,0.036,0.101,0.133,12.38,
19/07/15,2015,1.8,5926.1,27889,1296,131.3,350.3,34.8,6.034,1336,29.93,1451,87,204,0,6,21.56,227,43.12,1216,1.208,137.8,61.93,0.808,0.255,0.178,0.13,0.218,0.149,0.062,0.102,0.115,12.37,
20/07/15,2015,1.1,4366.3,16837,785,81.5,225.7,23.58,6.034,1206,29.66,1645,88.2,2312,0,0,22.09,513,56.84,1647,0.907,207.1,72.8,0.718,0.152,0.159,0.124,0.084,0.09,0.105,0.116,0.077,12.38,
21/07/15,2015,5.8,6628.7,24946,1177,120.4,333.3,33.42,6.353,1524,30.26,1402,91.9,703,0,4,22.82,431,53.2,1358,1.173,22.49,69.8,0.968,0.334,0.214,0.125,0.088,0.066,0.086,0.14,0.122,12.39,
22/07/15,2015,2.7,7392.9,27466,1317,130.4,360.8,35.03,7.63,1219,31.56,1410,90.2,722,0,0,22.45,458,49.89,1442,0.931,274.1,69.38,0.837,0.098,0.055,0.046,0.089,0.16,0.158,0.224,0.102,12.38,
23/07/15,2015,0.1,6944.7,26413,1250,125,358.9,35.39,5.874,1610,30.85,1515,89.2,30,0,0,23.64,109,51.06,1515,1.144,340.1,64.01,0.903,0.309,0.187,0.065,0.044,0.05,0.102,0.226,0.161,12.38,
24/07/15,2015,0,3723.2,28114,1338,130.2,379.7,37.17,6.194,1243,30.73,1405,87.7,634,0,1,23.23,539,44.66,1406,1.034,348.9,62.13,0.98,0.28,0.187,0.093,0.067,0.075,0.084,0.124,0.125,12.37,
25/07/15,2015,0,7227.7,24659,1166,113.7,356.5,34.58,5.874,956,30.67,1501,87.2,407,0,5,22.73,447,51.38,1217,1.031,323.3,63.71,0.949,0.291,0.17,0.073,0.048,0.077,0.107,0.142,0.124,12.38,
26/07/15,2015,0.3,7349.1,24441,1206,126.1,328.4,33.6,6.513,1213,30.45,1520,89,540,0,1,22.98,2355,48.59,1613,1.108,319.5,67.28,0.941,0.272,0.189,0.09,0.065,0.082,0.126,0.162,0.123,12.38,
27/07/15,2015,0.1,7219.1,24394,1162,118.5,330.7,32.85,5.714,1042,30.44,1218,84.9,226,0,7,22.51,447,47.33,1219,1.313,104.7,72,0.854,0.214,0.249,0.222,0.124,0.129,0.115,0.14,0.12,12.38,
28/07/15,2015,0,7611.6,25947,1240,127.4,318.2,32.32,6.833,1223,30.13,1519,86.8,628,0,0,23.24,120,48.47,1520,1.351,66.19,60.6,1.019,0.388,0.286,0.236,0.132,0.047,0.036,0.08,0.145,12.38,
29/07/15,2015,0,7663.6,26282,1243,124.6,359.4,35.34,6.673,1241,31.21,1210,83.5,154,0,0,22.78,601,48.97,1325,1.246,62.34,70.1,0.858,0.253,0.219,0.215,0.124,0.087,0.096,0.123,0.13,12.38,
30/07/15,2015,1.7,7570.8,25799,1231,125.9,360.1,36.35,6.513,1320,30.31,1528,89.1,2043,0,10,22.78,247,47.52,1329,1.259,45.7,68.51,1.02,0.317,0.26,0.161,0.086,0.092,0.088,0.124,0.132,12.38,
31/07/15,2015,0.4,5331.5,18287,860,88.2,267.7,27.03,6.194,815,29.26,1203,86.7,826,0,4,23.44,4,58.63,1146,1.304,61.46,75.4,0.881,0.271,0.302,0.249,0.115,0.058,0.06,0.112,0.136,12.39,
1/8/2015,2015,0,7090.4,23897,1148,117.1,327.3,33.1,5.075,1353,30.98,1458,84,507,0,3,22.84,502,51.82,1431,0.979,230.5,69.96,0.745,0.163,0.124,0.1,0.117,0.111,0.133,0.136,0.097,12.38,
2/8/2015,2015,0.9,6187.1,21056,1020,104.8,310,31.5,6.513,1404,29.69,1249,86.3,2200,0,2,22.7,220,52.52,1249,1.102,149.8,57.93,0.787,0.156,0.107,0.164,0.318,0.096,0.066,0.11,0.084,12.39,
3/8/2015,2015,3,8375.9,28253,1358,135.6,380.3,37.06,7.31,1126,30.41,1434,91.8,326,0,0,22.69,547,47.86,1342,1.286,350.6,77.1,1.055,0.279,0.259,0.137,0.083,0.093,0.131,0.185,0.118,12.38,
4/8/2015,2015,0.2,4778.8,16450,773,76.9,236.4,23.6,4.915,1551,28.46,1018,87.2,245,0,0,23.03,517,60.04,1028,0.959,233.4,71.9,0.728,0.17,0.152,0.118,0.098,0.101,0.11,0.115,0.095,12.39,
5/8/2015,2015,0,9158.1,31304,1518,151,394.6,38.27,6.194,917,31,1257,82.9,534,0,3,23.31,610,40.36,1538,1.343,80.7,62.52,0.859,0.266,0.258,0.305,0.185,0.055,0.049,0.104,0.122,12.38,
6/8/2015,2015,6.6,6557.9,22397,1067,105.9,332.5,33.18,5.554,2114,30.78,1400,90.3,2354,0,10,21.69,2253,47.54,1402,1.098,157.1,69.56,0.821,0.177,0.146,0.17,0.194,0.126,0.093,0.093,0.098,12.37,
7/8/2015,2015,1.5,6341.3,24606,1176,116.6,347.8,34.28,6.034,1442,30.4,1519,90.2,4,0,2,21.94,353,49.48,1520,0.934,340.5,65,0.828,0.208,0.156,0.105,0.068,0.068,0.085,0.14,0.104,12.38,
8/8/2015,2015,2.5,1379,14113,669.2,65.07,209.8,20.44,5.714,1041,28.4,1731,93.2,544,0,1,22.74,635,65.56,1747,0.848,274.1,63.49,0.67,0.07,0.046,0.038,0.038,0.09,0.187,0.289,0.09,12.38,
9/8/2015,2015,0.2,2618.4,28201,1376,138,382.1,37.52,5.714,1152,30.77,1644,87.5,212,0,0,23.17,2322,46.79,1455,1.033,311.3,59.97,0.906,0.261,0.178,0.087,0.047,0.088,0.126,0.121,0.125,12.37,
10/8/2015,2015,0,75.401,23096,1133,113.9,331.7,32.87,6.194,1355,31.05,1634,84.2,247,0,2,22.91,315,47.93,1600,1.042,3.018,50.04,0.858,0.428,0.126,0.059,0.049,0.079,0.042,0.09,0.17,12.38,
11/8/2015,2015,4.1,80.312,27188,1321,135.3,363.7,36.35,6.993,1328,29.88,1254,90.1,2018,0,0,22.38,2010,48.63,1255,1.328,38.53,44.8,0.966,0.499,0.381,0.131,0.065,0.021,0.012,0.052,0.167,12.38,
12/8/2015,2015,0,636.16,29455,1433,142.8,378,37.11,5.874,1031,30.95,1619,89,117,0,0,22.66,59,42.34,1420,1.259,79.9,56.63,0.892,0.287,0.224,0.224,0.161,0.075,0.073,0.087,0.128,12.38,
13/08/15,2015,0,1401.2,25253,1218,120.6,356,35.27,6.034,1232,29.83,1718,84.6,235,0,16,22.92,618,47.09,1258,1.127,13.5,50.62,0.951,0.286,0.207,0.154,0.063,0.101,0.063,0.118,0.137,12.37,
14/08/15,2015,0.1,249.09,25855,1235,124.4,358.5,35.66,6.194,1347,30.64,1408,83.4,130,0,0,22.92,548,45.97,1244,1.238,71.2,52.18,0.953,0.302,0.252,0.205,0.126,0.082,0.047,0.083,0.143,12.38,
15/08/15,2015,7.3,534.52,15431,735,76.1,255.8,25.98,8.75,1425,28.78,1223,91.8,841,0,1,23.24,401,66,1350,1.004,222.5,47.46,0.814,0.062,0.04,0.098,0.225,0.192,0.139,0.183,0.064,12.39,
16/08/15,2015,8.4,1088.8,14406,661.9,64.29,268.1,25.93,5.554,1101,29.77,1148,91.2,1501,0,0,21.79,1612,58.53,1148,0.922,270.8,51.14,0.69,0.069,0.021,0.018,0.078,0.145,0.176,0.296,0.119,12.39,
17/08/15,2015,1.6,4241,24029,1205,119,357.6,35.15,6.673,1042,29.79,1345,90.7,446,0,8,22.63,436,48.43,1206,1.134,8.91,60.24,0.902,0.265,0.231,0.146,0.092,0.057,0.093,0.141,0.109,12.38,
18/08/15,2015,0.2,1256,28476,1436,142.7,380.9,37.76,6.673,1446,30.47,1341,90.7,48,0,0,22.85,619,44.9,1321,1.148,49.12,64.12,0.933,0.25,0.227,0.199,0.092,0.066,0.099,0.102,0.114,12.37,
19/08/15,2015,0.1,111.33,25582,1246,122.8,353.6,34.73,5.075,1141,30.11,1125,86.5,0,0,0,22.77,430,51.7,1125,1.09,329.6,64.75,0.775,0.216,0.159,0.146,0.105,0.104,0.109,0.132,0.118,12.38,
20/08/15,2015,1.2,70.996,16241,798,83,218.5,22.68,4.276,1332,28.99,1250,90.3,2322,0,9,22.75,529,61.86,1250,0.881,215.9,62.96,0.65,0.137,0.088,0.122,0.105,0.137,0.078,0.113,0.101,12.39,
21/08/15,2015,22.9,3264.1,14047,716,73.2,248.8,23.87,16.9,1151,30.33,1507,93.5,1231,0,0,19.11,1205,61.99,1500,0.961,222.5,54.41,1.215,0.059,0.056,0.054,0.228,0.287,0.108,0.122,0.047,12.4,
22/08/15,2015,0,6616.7,20033,1106,108.4,310.6,30.25,5.395,1258,30.76,1540,88.5,3,0,0,23.36,2357,53.68,1422,0.734,299.3,42.02,0.652,0.091,0.022,0.011,0.012,0.032,0.124,0.294,0.147,12.37,
23/08/15,2015,0.9,5531.2,18451,976,98.3,276.9,27.89,5.235,1335,29.33,1415,87.2,1102,0,4,22.73,538,57.67,1416,0.942,321.6,55.78,0.761,0.179,0.133,0.138,0.109,0.063,0.077,0.148,0.096,12.39,
24/08/15,2015,1.1,5755.5,20446,1067,104.4,327.4,31.82,4.915,1052,29.92,1322,89.2,2345,0,0,23.32,626,57.73,1102,1.072,144.2,70.5,0.759,0.195,0.145,0.17,0.131,0.116,0.088,0.114,0.112,12.39,
25/08/15,2015,6.7,1243.3,4160,210.1,18.99,70.1,7,6.993,505,26.96,1535,100,1033,0,12,21.85,631,80.1,1534,1.061,289.6,66.02,0.804,0.145,0.127,0.119,0.078,0.066,0.159,0.295,0.072,12.4,
26/08/15,2015,0.1,5228.9,15913,857,86.2,281.2,27.84,4.755,2047,30.23,1138,89.1,522,0,7,24.29,424,56.59,1213,1.114,218.9,69.36,0.701,0.152,0.131,0.166,0.134,0.12,0.137,0.164,0.108,12.39,
27/08/15,2015,12.9,2103,6725.1,353,35.03,99,9.98,8.59,2255,26.71,1412,100,551,0,11,22.7,2316,26.74,642,1.52,248,81.2,1.032,0.239,0.162,0.14,0.138,0.211,0.218,0.283,0.129,12.38,
28/08/15,2015,15.6,1935.5,6124.6,325,32.33,85.9,8.58,8.59,143,26.68,1444,100,322,0,541,20.12,921,77.9,804,1.569,294.9,77,1.132,0.206,0.181,0.134,0.093,0.121,0.27,0.473,0.091,12.39,
29/08/15,2015,0.1,6291.7,19265,1047,104.7,325,32.7,7.31,1102,30.38,1456,89.5,525,0,5,23.64,540,57.29,1158,1.134,353,74.5,0.861,0.263,0.201,0.131,0.072,0.073,0.118,0.147,0.128,12.38,
30/08/15,2015,3,3306.5,10381,556.8,53.84,175,17.68,5.235,1142,29.01,1322,93.6,750,0,0,23.48,652,68.46,1322,0.908,321,67.78,0.782,0.159,0.161,0.119,0.071,0.056,0.107,0.159,0.077,12.39,
31/08/15,2015,0,6161.3,18701,1022,104.6,320.9,32.22,4.755,1234,30.49,1305,89.6,423,0,1,24.01,420,58.23,1305,1.002,50.81,65.7,0.731,0.2,0.207,0.186,0.091,0.042,0.072,0.106,0.098,12.38,
1/9/2015,2015,30.8,5101.6,16082,862,86.6,292.3,29.07,7.15,1843,29.56,1044,100,1908,0,5,21.18,1850,62.23,1257,1.084,89.3,65.67,0.773,0.181,0.24,0.206,0.181,0.092,0.037,0.077,0.071,12.37,
2/9/2015,2015,4,7095,22079,1193,116.6,357.6,34.8,7.63,1132,31.81,1412,94.4,416,0,3,23.71,1,56.33,1434,0.959,218,58.05,0.873,0.055,0.035,0.077,0.206,0.279,0.142,0.105,0.06,12.38,
3/9/2015,2015,0,8409.6,26416,1395,135.6,382.5,37.22,5.714,1457,31.86,1551,85.6,533,0,5,23.49,530,52.61,1551,0.906,287.7,68.87,0.752,0.203,0.083,0.047,0.079,0.17,0.096,0.111,0.118,12.37,
4/9/2015,2015,1.2,5056.1,20144,1047,102.8,328,32.02,5.235,1526,31.26,1331,88.1,2354,0,3,23.41,449,58.81,1332,0.974,193,54.72,0.77,0.144,0.086,0.071,0.247,0.167,0.063,0.099,0.097,12.39,
5/9/2015,2015,2.1,5706.6,23711,1284,128.2,370.1,36.66,6.194,1447,31.04,1447,91,818,0,6,23.62,613,55.03,1452,1.078,209.1,43.85,0.881,0.045,0.022,0.04,0.251,0.407,0.125,0.138,0.05,12.38,
6/9/2015,2015,0,4133.3,22643,1190,117.8,358.2,35.1,5.075,1147,31.3,1422,88.1,323,0,0,23.49,503,50.46,1233,0.847,301.2,51.52,0.729,0.169,0.069,0.028,0.025,0.064,0.12,0.221,0.152,12.37,
7/9/2015,2015,10.9,4955,22489,1220,127,348.1,35.7,5.714,1241,30.43,1526,93.2,722,0,1,22.39,417,51.22,1552,1.096,100.6,55.8,0.892,0.201,0.179,0.202,0.131,0.09,0.081,0.125,0.088,12.38,
8/9/2015,2015,0.1,3663.5,18256,973,97.8,294.7,29.85,4.276,914,30.15,1135,89.7,11,0,0,23.48,348,59.28,1136,1.048,162.2,57.03,0.703,0.14,0.091,0.158,0.255,0.136,0.054,0.111,0.102,12.38,
9/9/2015,2015,1.2,2230.2,23953,1262,126.5,372.2,37.77,5.714,1310,30.11,1348,90.6,323,0,4,22.4,555,53.9,1235,1.107,116.5,57.22,0.84,0.265,0.164,0.125,0.135,0.125,0.078,0.097,0.118,12.38,
10/9/2015,2015,0.1,2168.5,23502,1236,124.9,364.5,37.47,6.034,1311,31.7,1408,91.2,510,0,2,23.93,334,50.19,1408,1.048,66.46,65.08,0.825,0.265,0.193,0.129,0.113,0.089,0.064,0.079,0.117,12.39,
11/9/2015,2015,2.8,3452.2,14857,785,80.9,250.2,25.81,8.75,1355,29.77,1549,91,1415,0,3,23.18,2227,65.46,1113,1.254,119.2,63.43,0.788,0.148,0.191,0.266,0.215,0.09,0.09,0.145,0.108,12.38,
12/9/2015,2015,1.6,2587.5,8605.1,433.5,41.05,120,11.99,6.513,1307,27.77,1226,91.9,542,0,4,20.57,601,69.12,1447,1.102,291.5,58.22,0.797,0.161,0.102,0.054,0.045,0.103,0.197,0.299,0.14,12.4,
13/09/15,2015,0,5839.8,18747,1007,106.4,298,31.12,6.034,1223,30.25,1529,86.6,353,0,0,23.7,612,58.44,1529,1.07,329.5,65.28,0.898,0.25,0.212,0.103,0.053,0.062,0.125,0.151,0.113,12.39,
14/09/15,2015,0.2,996.47,21094,1107,114.4,329,33.95,5.395,1035,30.4,1202,89.9,306,0,0,23.22,433,56.76,1202,1.083,159.9,63.84,0.748,0.184,0.152,0.159,0.145,0.113,0.097,0.133,0.1,12.38,
15/09/15,2015,5.3,566.23,11549,594.7,63.45,196.8,20.36,6.833,1106,28.36,1028,94.5,2319,0,1,23.16,2157,67.05,1026,1.254,329.7,67.33,0.911,0.224,0.199,0.153,0.078,0.064,0.119,0.281,0.135,12.38,
16/09/15,2015,2.7,2807.9,10944,559.2,53.14,174.6,16.49,10.83,1134,28.7,1007,94.5,46,0,0,21.6,1144,65.45,1009,0.867,285.4,56.7,0.775,0.082,0.045,0.045,0.05,0.089,0.149,0.305,0.102,12.4,
17/09/15,2015,0.2,2972.8,17402,909,88.6,301.6,29.64,4.276,1027,31.26,1255,91.5,148,0,1,23.78,637,53.17,1226,0.693,144.6,47.45,0.677,0.134,0.105,0.062,0.142,0.071,0.046,0.06,0.072,12.38,
18/09/15,2015,0.1,1598.6,17015,886,84.1,289.9,28.12,4.436,1135,30.96,1336,89.3,219,0,1,23.33,218,54.46,1337,0.713,183.8,45.84,0.643,0.129,0.061,0.044,0.161,0.081,0.039,0.082,0.116,12.38,
19/09/15,2015,0,1024.8,20487,1092,110.6,320.5,32.06,5.554,1239,30.57,1707,87.7,544,0,0,23.47,501,56.51,1150,0.72,198.7,38.37,0.699,0.146,0.07,0.02,0.145,0.097,0.053,0.091,0.098,12.37,
20/09/15,2015,3.7,2049.7,18395,940,91.6,329.2,32.01,5.235,1322,31.36,1320,91.4,2351,0,1,22.94,2348,55.61,1330,0.71,219.7,49.23,0.679,0.083,0.039,0.033,0.134,0.164,0.073,0.106,0.078,12.37,
21/09/15,2015,18.6,760,14863,777,78.6,242.2,23.64,7.15,1554,29.72,1026,92.5,1334,0,0,22.38,1609,59.31,1027,0.77,235.8,53.28,0.741,0.074,0.038,0.026,0.151,0.187,0.108,0.122,0.063,12.38,
22/09/15,2015,3.2,948.44,10004,513.7,51.26,168.8,16.49,3.956,1018,27.84,920,91.9,1334,0,0,22.65,244,68.81,1028,0.559,280.4,49.39,0.566,0.074,0.044,0.022,0.031,0.078,0.074,0.176,0.061,12.39,
