Timestamp,year,TOT_PREP(mm),Total rrad,Tatal PFD,Total Global Rad,Global Ref,Std Global Rad,Std Ref Rad,Max Wind_S,Time,AirTC_Max,Time,RH_Max,Time,min Wind_s,Time,AirTC_Min,Time,RH_Min,Tmin RH,MWind Seep,MWind deg.,Std m deg,Std Wind_S,0-45,45-90,90-135,135-180,180-225,225-270,270-315,315-360,Volt,Comentarios
23/09/15,2015,5.3,1834.3,13806,710,70.3,264.1,25.71,4.755,1107,29.27,1100,93.8,1307,0,0,23.19,547,63.6,1107,0.7,249.2,58.12,0.656,0.112,0.084,0.057,0.076,0.133,0.088,0.087,0.064,12.38,
24/09/15,2015,0.1,2526.8,18821,975,100,314.8,31.01,6.353,1401,30.62,1439,87.5,1,0,0,23.47,456,58.35,1154,0.768,258.1,59.67,0.715,0.126,0.069,0.031,0.066,0.164,0.103,0.116,0.092,12.38,
25/09/15,2015,0,193.05,23667,1265,124.8,343,33.11,6.034,1357,31.38,1329,87.2,2348,0,2,23.04,605,46.93,1515,1.064,241.5,54.87,0.915,0.13,0.037,0.03,0.156,0.37,0.16,0.108,0.072,12.38,
26/09/15,2015,0,1533.1,24620,1364,135.8,366.1,35.17,6.993,1446,32.38,1347,87.2,6,0,0,23.88,2353,50.51,1348,1.155,263.9,61.62,0.959,0.18,0.056,0.051,0.158,0.312,0.148,0.142,0.107,12.37,
27/09/15,2015,0,4410.1,24894,1366,136.6,364.4,35.28,6.353,1532,31.57,1418,87.3,446,0,0,23.81,450,48.14,1713,1.056,296.6,62.37,0.823,0.213,0.07,0.042,0.137,0.228,0.116,0.128,0.123,12.37,
28/09/15,2015,0.4,1872.4,20175,1106,110.8,339.3,33.79,6.993,1343,31.89,1423,86.1,1925,0,0,23.5,612,58.48,1424,1,253.1,54.93,0.829,0.229,0.133,0.032,0.053,0.265,0.094,0.091,0.102,12.38,
29/09/15,2015,0,757.46,24154,1347,130.4,372,35.26,6.513,1338,31.91,1442,86.8,237,0,0,23.43,628,50.28,1437,1.061,227.7,64.73,0.951,0.097,0.045,0.045,0.176,0.375,0.138,0.105,0.079,12.37,
30/09/15,2015,0,1313.2,25246,1406,139.3,368.9,35.51,7.47,1332,31.71,1215,83.5,320,0,0,22.96,606,44.44,1200,1.763,192.9,50.38,1.406,0.164,0.065,0.052,0.403,0.859,0.116,0.057,0.047,12.38,
1/10/2015,2015,0,460.84,19379,1052,103.2,313.5,30.37,9.87,1301,30.05,1253,74.8,28,0,25,24.17,345,57.98,1027,1.672,200.1,47.75,1.279,0.058,0.022,0.043,0.344,0.95,0.155,0.055,0.045,12.39,
2/10/2015,2015,1,2767.3,11183,591.8,58.74,172.1,17.29,9.71,1541,28.95,1154,86.6,108,0,26,24.4,308,61.94,1539,1.827,198,65.38,1.349,0.098,0.093,0.097,0.4,0.78,0.192,0.1,0.067,12.41,
3/10/2015,2015,19.7,3635.8,11971,649.1,66.65,217,21.84,9.87,1741,29.35,1230,91.4,1803,0,1,21.39,1800,57.68,1233,1.79,198.2,71.5,1.283,0.126,0.096,0.113,0.397,0.682,0.188,0.109,0.08,12.41,
4/10/2015,2015,0.1,5321.8,22171,1248,124.4,339.4,32.64,8.27,1314,31.6,1403,84.4,31,0,9,24.92,2308,45.29,1431,1.966,206.2,45.75,1.363,0.032,0.02,0.046,0.314,1.083,0.406,0.049,0.015,12.4,
5/10/2015,2015,0,3178.7,14575,771,77.1,254.9,24.77,5.554,1539,31.23,1201,87.8,2114,0,6,24.36,2113,57.59,1226,0.999,243.4,52.86,0.772,0.054,0.021,0.026,0.122,0.331,0.185,0.17,0.09,12.41,
6/10/2015,2015,0.1,1441.5,10567,577.8,58.46,182.9,18.48,6.034,827,30.58,1518,89.4,44,0,1,24.59,332,60.05,1514,0.861,286.7,56.38,0.728,0.092,0.041,0.024,0.039,0.084,0.172,0.285,0.125,12.41,
7/10/2015,2015,0.5,859.75,17907,1015,102.4,312.9,31.46,5.874,1042,31.24,1355,90.8,656,0,1,24.09,626,57.2,1349,0.91,45.6,64.97,0.76,0.181,0.154,0.126,0.111,0.069,0.08,0.099,0.091,12.39,
8/10/2015,2015,7.1,286.24,10291,555,56.45,181.9,17.53,6.194,1323,28.79,1020,94.4,1359,0,4,23.3,2307,63.19,834,0.913,153.7,59.32,0.708,0.108,0.097,0.178,0.176,0.131,0.066,0.083,0.074,12.4,
9/10/2015,2015,0.7,81.624,13228,733,72.8,210.9,21.41,5.075,1415,30.09,1501,89.4,2341,0,1,23.56,2359,60.71,1502,0.893,263.5,53.14,0.77,0.163,0.093,0.05,0.085,0.175,0.1,0.133,0.094,12.39,
10/10/2015,2015,3.8,154.2,13794,818,83.8,260.5,26.5,5.714,1421,30.69,1416,94.8,813,0,0,22.83,837,57.94,1416,0.892,287.3,57.19,0.763,0.155,0.134,0.071,0.044,0.074,0.156,0.177,0.081,12.38,
11/10/2015,2015,0.8,112.87,14418,828,79.6,269.2,25.84,6.194,1209,30.79,1245,92.5,143,0,1,24.08,428,56.64,1245,0.817,287.9,51.05,0.725,0.137,0.09,0.038,0.026,0.075,0.15,0.21,0.091,12.38,
12/10/2015,2015,3.3,524.59,14967,881,86.7,292.6,28.68,6.993,1000,30.36,1331,94.2,427,0,2,23.8,354,57.16,1332,1.112,31.95,68.9,0.907,0.242,0.241,0.163,0.075,0.066,0.084,0.143,0.098,12.38,
13/10/15,2015,5.1,2478.2,16390,988,97.2,302.8,29.78,6.353,1110,30.16,1343,93.3,515,0,0,22.91,331,57.75,1645,1.081,262,61.61,0.844,0.211,0.181,0.128,0.09,0.119,0.132,0.132,0.088,12.38,
14/10/15,2015,0.3,1144.6,8200.3,477.3,46.58,161.6,16.12,5.874,1140,28.11,1238,92.9,216,0,0,23.4,501,69.38,1241,0.867,301,62.86,0.797,0.15,0.163,0.103,0.047,0.078,0.117,0.136,0.074,12.26,
15/10/15,2015,0.5,342.6,17011,1002,97.4,324.8,32.02,5.395,1254,30.33,1521,90.1,2151,0,0,23.46,549,59.09,1242,0.753,235.5,47.01,0.69,0.173,0.09,0.031,0.079,0.146,0.059,0.074,0.101,12.42,
16/10/15,2015,6.1,1542.2,10931,645.2,63.15,209.1,20.06,6.353,1401,28.82,1056,91.5,2041,0,0,22.46,1419,65.79,1048,0.675,240.1,55.21,0.713,0.077,0.063,0.052,0.059,0.162,0.092,0.1,0.071,12.27,
17/10/15,2015,1.8,2687.2,10662,650.1,62.58,212.7,20.84,6.194,1338,29.24,1630,90.3,153,0,0,22.5,215,55.05,1630,0.777,241.3,46.78,0.732,0.052,0.019,0.018,0.102,0.257,0.152,0.138,0.039,12.4,
18/10/15,2015,4.6,3404.9,13435,804,74.2,273.3,25.78,4.596,1250,30.48,1445,90.2,1128,0,0,23.2,1227,60.15,1453,0.828,164.9,68.02,0.707,0.117,0.14,0.053,0.136,0.178,0.058,0.074,0.073,12.38,
19/10/15,2015,0.1,2085.2,11064,655.4,62.88,215.5,20.93,4.116,2357,30.39,1516,81.7,1149,0,1,24.06,534,57.03,1511,0.713,122.3,43.02,0.593,0.078,0.113,0.061,0.122,0.088,0.056,0.097,0.097,12.4,
20/10/15,2015,0,2270.3,20880,1252,119.9,334.5,31.09,6.673,1351,31.81,1323,86.7,2313,0,27,23.66,512,45.09,1352,0.919,228.8,58.03,0.76,0.096,0.042,0.033,0.133,0.325,0.143,0.092,0.056,12.38,
21/10/15,2015,0,1540.4,20841,1247,117.7,341.8,31.64,6.673,1331,32.36,1324,87.2,55,0,0,23.68,436,46.43,1324,0.838,220.4,54.79,0.822,0.053,0.03,0.034,0.142,0.323,0.149,0.063,0.045,12.39,
22/10/15,2015,12.4,876.42,16546,1009,98.9,314.3,30.36,6.513,1117,30.88,1507,98.1,1151,0,2,23.08,1129,50.61,1539,0.946,237.1,56.37,0.868,0.064,0.035,0.03,0.156,0.334,0.137,0.112,0.078,12.37,
23/10/15,2015,8.6,1497,7995.7,436.5,39.04,151.6,13.71,4.596,1146,28.46,1032,94.2,1222,0,6,20.7,1215,61.2,856,0.918,234.9,47.13,0.676,0.06,0.049,0.012,0.113,0.287,0.219,0.126,0.052,12.36,
24/10/15,2015,11.2,2911.3,9853.4,548.6,53.96,228.4,21.47,5.874,1056,27.86,1050,93.8,1310,0,1,20.72,1316,52.08,2314,1.215,228.1,41.63,0.768,0.133,0.042,0.078,0.202,0.254,0.152,0.182,0.171,12.17,
25/10/15,2015,27.8,2065.9,6480.8,356.6,35,155.2,14.47,13.86,1952,26.94,1003,100,1530,0,23,21.06,1505,54.37,2041,1.577,200.6,54.84,1.839,0.078,0.047,0.064,0.289,0.777,0.159,0.083,0.081,12.12,
26/10/15,2015,18.2,1139.7,3617.9,198.8,27.05,57.66,7.34,6.194,1214,25.76,1007,100,1143,0,7,21.07,1205,66.87,128,0.811,195.2,51.41,0.784,0.057,0.057,0.069,0.204,0.239,0.086,0.077,0.023,12.44,
27/10/15,2015,0,3046.9,9225.4,564.8,56.99,178.5,17.84,6.833,12,29.46,1607,89.7,1903,0,2,22.9,1,62.38,130,0.874,189.2,46.45,0.774,0.147,0.081,0.067,0.202,0.169,0.06,0.06,0.088,12.22,
28/10/15,2015,8.9,2731.5,8899.1,532.3,45.77,199.7,15.97,3.637,1146,28.46,1144,93.8,313,0,0,22.91,2306,68.32,1146,0.696,179.8,44.34,0.624,0.074,0.062,0.084,0.198,0.109,0.043,0.079,0.048,12.35,
29/10/15,2015,0,2627.8,13767,867,68.41,296.4,23.37,4.915,1321,30.04,1421,89.4,1725,0,0,23.62,153,60.47,1423,0.916,162.4,47.46,0.665,0.112,0.076,0.107,0.316,0.11,0.042,0.072,0.082,12.41,
30/10/15,2015,0.4,969.87,10895,667.1,53.11,219.4,17.35,3.637,1111,28.61,1520,90.1,1834,0,2,23.19,545,63.57,901,0.683,220.1,54.92,0.56,0.102,0.058,0.061,0.098,0.14,0.066,0.081,0.077,12.39,
31/10/15,2015,1.9,1924.5,10087,631.3,50.51,223.6,17.62,6.673,2356,28.76,1211,91.6,1607,0,0,23.3,321,64.78,1212,0.937,161.5,59.4,0.671,0.08,0.078,0.178,0.26,0.135,0.057,0.084,0.066,12.38,
1/11/2015,2015,9.4,2717.2,9337.8,574,47.14,183.7,14.85,7.47,1412,29,1239,95.6,710,0,16,21.63,1438,62.51,1714,1.065,184.9,58.28,0.865,0.105,0.122,0.195,0.237,0.125,0.092,0.128,0.061,12.38,
2/11/2015,2015,4.4,3770.5,13139,866,68.62,290.9,23.4,5.075,537,29.3,1259,93.3,743,0,3,21.85,545,61.22,1357,1.22,143,67.2,0.685,0.125,0.108,0.23,0.426,0.095,0.051,0.098,0.085,12.37,
3/11/2015,2015,4.7,2392.9,7147.7,448.5,38.94,142.9,11.8,5.714,1015,27.34,1030,94.1,719,0,5,22.44,452,73.1,1430,1.026,138.4,66.28,0.769,0.122,0.161,0.184,0.19,0.128,0.068,0.116,0.057,12.37,
4/11/2015,2015,3.7,3374,11191,750,62.68,248.5,20.27,6.993,1220,29.16,1540,91.3,643,0,11,22.83,1726,62.1,1540,1.535,138.7,55.5,0.846,0.148,0.14,0.384,0.515,0.125,0.042,0.106,0.075,12.37,
5/11/2015,2015,2.6,3802.8,10799,724,58.07,251,20.54,5.235,1301,28.18,1329,91.7,2204,0,2,21.8,2225,65.81,1551,1.131,125.2,62.39,0.723,0.148,0.149,0.234,0.246,0.082,0.07,0.119,0.083,12.36,
6/11/2015,2015,0.3,2548.8,8329.9,546.6,46.85,204.3,16.49,5.235,1732,28.02,1206,90.6,107,0,4,22.97,256,62.16,1227,1.306,153,61.51,0.817,0.067,0.157,0.373,0.331,0.168,0.087,0.084,0.039,12.37,
7/11/2015,2015,11.9,1856.6,5462.2,347.5,29.67,129.4,10.43,7.63,223,26.25,921,95.9,2333,0,0,21.54,1713,72.7,920,1.14,254.8,62.67,0.78,0.104,0.139,0.195,0.1,0.112,0.166,0.251,0.073,12.36,
8/11/2015,2015,3.8,2161.8,5932.2,402.3,37.1,129.8,10.42,5.554,903,26.76,1020,100,110,0,4,22.79,108,73.2,1021,1.114,268.7,59.97,0.815,0.071,0.087,0.087,0.063,0.104,0.215,0.421,0.066,12.37,
9/11/2015,2015,2,2435.3,6771,470.4,44.65,153.2,13.18,6.833,1211,27.35,1122,91.4,124,0,8,23.23,240,68.71,1123,1.209,88.7,72.3,0.929,0.194,0.244,0.243,0.102,0.093,0.125,0.127,0.081,12.37,
10/11/2015,2015,1.1,3051.5,8562.3,586.9,51.52,194.3,15.39,6.194,1009,26.91,1415,92.4,2228,0,2,22.88,2351,69.83,1352,1.12,43.38,75.1,0.847,0.178,0.221,0.231,0.1,0.067,0.092,0.149,0.082,12.37,
11/11/2015,2015,1,3477.3,10081,687.5,55.21,215.9,16.4,4.915,1326,29.1,1225,91.9,216,0,2,22.69,9,63.08,1231,0.711,275.1,42.1,0.606,0.13,0.046,0.022,0.057,0.079,0.12,0.173,0.083,12.37,
12/11/2015,2015,0.7,4623.1,12320,862,69.38,284.7,22.2,4.755,1221,28.45,1325,90.6,414,0,19,22.4,356,51.55,1326,1.063,163.6,49.17,0.651,0.087,0.038,0.143,0.479,0.121,0.033,0.073,0.089,12.37,
13/11/15,2015,4.3,3480.7,9737.2,675.7,55.07,230.8,18.07,4.276,1259,28.7,1437,94.2,739,0,16,22.21,642,61.83,1439,0.857,240.5,51.28,0.66,0.099,0.061,0.087,0.102,0.143,0.124,0.166,0.073,12.37,
14/11/15,2015,1.4,3472.1,9644.9,683.3,55.96,237.6,18.73,4.755,921,28.15,1341,90.4,650,0,53,22.49,642,64.48,1440,0.955,197.5,53.71,0.781,0.116,0.1,0.199,0.169,0.11,0.1,0.101,0.061,12.37,
15/11/15,2015,5.7,3133,10018,688.5,55.09,236.7,18.42,5.714,2205,28.43,1152,90.8,1518,0,0,22.21,1514,58.69,1140,1.106,141,58.57,0.846,0.111,0.128,0.292,0.244,0.104,0.074,0.088,0.066,12.37,
16/11/15,2015,6.4,1222,7858.1,531.3,40.3,188.9,14.6,5.395,1822,26.13,1248,92.9,2200,0,5,21.36,1845,68.06,947,1.13,226.2,66.63,0.775,0.142,0.16,0.2,0.107,0.135,0.143,0.149,0.095,12.37,
17/11/15,2015,3.8,2946.7,8281.1,586.6,48.32,187.1,14.34,5.554,1343,27.14,1129,93.1,447,0,0,21.82,233,67.05,1129,1.041,242.7,57.4,0.738,0.137,0.128,0.158,0.144,0.088,0.135,0.192,0.057,12.38,
18/11/15,2015,2.5,2944.3,8223.3,575.7,47.59,191.5,14.63,4.276,1229,27.6,1209,94.7,701,0,0,22.38,547,65.03,1205,0.858,189.6,51.61,0.683,0.076,0.073,0.131,0.235,0.063,0.093,0.132,0.056,12.37,
19/11/15,2015,1.7,3657.3,10148,742,59.31,252.2,20.05,4.755,1131,26.91,1338,93.5,2257,0,7,21.5,2317,62.94,1342,1.047,162.2,41.08,0.734,0.161,0.049,0.087,0.345,0.105,0.021,0.104,0.175,12.36,
20/11/15,2015,1.2,4249.5,11148,839,70.6,285.9,23.46,7.31,1131,26.1,1313,92.3,107,0,7,21.53,429,50.37,1114,1.293,340.7,54.69,0.907,0.301,0.109,0.091,0.166,0.15,0.07,0.16,0.247,12.36,
21/11/15,2015,2,2879.3,7729.9,550,41.74,167,12.53,5.235,931,24.65,915,89.4,1141,0,6,20.43,1134,59.58,743,0.908,158.4,52.17,0.729,0.104,0.046,0.151,0.293,0.114,0.053,0.074,0.073,12.37,
22/11/15,2015,2.2,2275.5,6130.9,439.8,37.73,151.3,11.82,4.436,1333,26.15,1332,90.1,1016,0,105,20.54,428,63.15,1402,0.81,209.6,58.63,0.647,0.041,0.077,0.13,0.161,0.143,0.109,0.115,0.033,12.35,
23/11/15,2015,6.1,4702.6,14683,1051,76.4,320.4,22.68,5.235,1927,29.36,1402,94.2,610,0,0,21.55,639,56.97,1337,0.748,280.3,53.68,0.654,0.088,0.03,0.02,0.032,0.107,0.137,0.231,0.102,12.34,
24/11/15,2015,0.1,4303.3,13848,992,74.2,298.1,20.68,6.353,906,29.24,1330,88.6,351,0,1,22.39,310,49.71,1307,0.907,240.8,53.84,0.754,0.061,0.025,0.033,0.136,0.242,0.149,0.185,0.077,12.34,
25/11/15,2015,0,2641.2,7733.5,513.5,39.74,189,13.82,4.915,1804,27.55,1518,86.9,2359,0,0,22.08,320,62.71,1042,0.497,257.6,36.15,0.529,0.032,0.01,0.006,0.022,0.113,0.128,0.12,0.067,12.35,
26/11/15,2015,8,2861.5,7982.6,560,48.28,182.5,14.22,4.436,2117,27.69,1437,90.7,2136,0,0,21.89,702,61.59,1438,0.554,264.5,46.02,0.575,0.08,0.043,0.03,0.044,0.1,0.079,0.101,0.078,12.34,
27/11/15,2015,0.7,3373.3,9874.1,721,56.05,230.8,16.92,5.395,832,28.99,1516,92.5,545,0,0,22.07,533,58.78,1517,0.792,279.2,51.16,0.659,0.084,0.027,0.022,0.042,0.149,0.141,0.212,0.117,12.34,
28/11/15,2015,23.4,2357,6755.7,463.4,39.48,154.7,11.63,5.235,1216,26.12,916,99.3,2255,0,2,21.05,1430,66.6,946,0.827,237.5,58.43,0.708,0.121,0.068,0.079,0.103,0.151,0.114,0.107,0.084,12.33,
29/11/15,2015,3,1471,4137.6,290.8,31.83,93,8.4,4.436,1016,25.58,1453,95.4,1,0,1,20.7,43,77.4,1454,0.859,222.9,44.02,0.627,0.072,0.058,0.088,0.219,0.088,0.078,0.179,0.077,12.34,
30/11/15,2015,1.8,1667.2,4644.7,329.6,32.56,104.9,8.82,4.915,2326,26.99,1301,92.5,2323,0,9,22.88,453,70.8,1302,1.029,281.7,59.15,0.766,0.081,0.061,0.057,0.039,0.076,0.208,0.399,0.108,12.35,
1/12/2015,2015,17.9,2197.9,6393.5,469.7,42.83,160.1,12.31,6.993,2142,27.43,1404,98.1,2019,0,5,21.55,2250,72.2,1404,1.11,263.6,65.42,0.913,0.141,0.143,0.094,0.107,0.228,0.144,0.181,0.072,12.34,
2/12/2015,2015,2.5,2288.5,6541.2,487.3,41.45,168.1,12.8,4.276,1350,28.02,1320,98.1,601,0,4,22.37,218,69.92,1307,0.8,292.3,53.37,0.684,0.119,0.084,0.048,0.023,0.062,0.147,0.242,0.075,12.34,
3/12/2015,2015,2.6,2491.4,6780.9,523.6,44.35,182.2,13.63,5.874,1103,26.68,1152,94.4,358,0,0,22.36,537,69.14,1154,0.948,261.1,64.87,0.739,0.132,0.148,0.112,0.049,0.101,0.179,0.172,0.055,12.34,
4/12/2015,2015,2.3,2361.4,6306.3,474.4,41.28,154.5,11.98,5.874,1233,25.92,1240,92.6,2359,0,4,22.33,435,71.2,1121,1.098,27,74.9,0.874,0.205,0.225,0.18,0.08,0.085,0.112,0.131,0.079,12.34,
5/12/2015,2015,4.1,2367.9,6286.3,483.2,43.87,171.7,13.1,6.833,1026,26.37,1258,93.4,36,0,0,22.09,2328,70.5,1139,1.193,126.3,70.1,0.847,0.159,0.224,0.277,0.1,0.1,0.134,0.137,0.062,12.34,
6/12/2015,2015,2,2224.6,5773.6,441.7,36.33,133.1,9.33,6.034,1707,25.37,1117,91.4,1726,0,1,21.08,1807,62.26,1058,1.115,123.2,72.9,0.817,0.138,0.201,0.236,0.141,0.097,0.106,0.127,0.068,12.34,
7/12/2015,2015,5.4,2373,6176.8,487.5,42.1,163.5,12.01,5.554,718,26.63,1613,94,344,0,7,22.08,155,70.1,1615,0.915,256.8,60.32,0.805,0.095,0.128,0.186,0.107,0.075,0.103,0.179,0.043,12.34,
8/12/2015,2015,8.8,1902,4967.4,393.7,35.06,156.8,11.85,4.755,1241,26.82,1325,94.4,2347,0,1,21.28,837,72.1,1325,0.753,266,53.68,0.632,0.063,0.055,0.062,0.049,0.084,0.156,0.245,0.039,12.34,
9/12/2015,2015,0.2,3304.4,7890.8,692.8,53.83,240,16.55,4.436,1924,28.17,1351,95.7,633,0,3,21.81,632,60.9,1355,0.846,276.6,47.88,0.63,0.048,0.019,0.017,0.023,0.072,0.216,0.358,0.093,12.32,
10/12/2015,2015,0.1,4590.4,10999,978,72,293.5,19.55,5.874,1505,28.5,1408,87.7,212,0,0,21.48,619,54.6,1402,1.004,288.9,57.62,0.737,0.084,0.031,0.029,0.049,0.109,0.162,0.373,0.167,12.34,
11/12/2015,2015,0.4,1778.9,4496.2,377.1,37.28,130.9,10.29,4.116,842,27.56,1513,92.3,642,0,1,21.99,2324,67.8,1506,0.802,302.1,50.61,0.604,0.103,0.034,0.026,0.019,0.039,0.112,0.318,0.15,12.34,
12/12/2015,2015,0.5,2480.8,6200.3,530.9,45.04,183.3,13.49,4.596,1154,26.72,1428,89.7,2219,0,19,21.82,529,66.05,1428,0.832,276.1,50.43,0.659,0.079,0.056,0.069,0.044,0.079,0.162,0.251,0.092,12.33,
13/12/15,2015,0.1,2606.4,6334.7,553.7,50.01,192,14.2,5.075,1037,26.41,1309,89.8,47,0,0,21.3,259,63.78,1311,0.956,214.8,61.28,0.661,0.107,0.12,0.108,0.092,0.207,0.17,0.09,0.062,12.34,
14/12/15,2015,0.4,2305.9,5751.8,503.8,43.93,168.4,12.3,4.436,1058,27.12,1435,90,500,0,0,21.47,2343,64.94,1437,0.832,194.3,56.9,0.655,0.091,0.107,0.139,0.106,0.15,0.101,0.078,0.059,12.33,
15/12/15,2015,0.1,4308.3,10754,975,72.9,298,19.26,4.755,958,27.27,1359,88.9,448,0,0,21.36,526,48.96,1401,0.77,235.8,50.86,0.619,0.075,0.067,0.07,0.076,0.158,0.124,0.133,0.068,12.33,
16/12/15,2015,4,3041.5,7241.7,659.7,54.4,213.1,15,4.596,244,27.55,1527,91.2,355,0,1,21.34,311,60.22,1528,0.718,246.5,49.46,0.627,0.094,0.063,0.072,0.072,0.126,0.132,0.102,0.057,12.34,
17/12/15,2015,0,3158.9,7471.8,671.4,53.39,224.7,16.49,5.075,1018,26.97,1352,88.2,150,0,0,21.38,453,60.33,1353,0.962,264.8,64.42,0.718,0.142,0.134,0.092,0.062,0.11,0.173,0.163,0.087,12.33,
18/12/15,2015,0.2,2106.5,5137,450.9,39.37,157.2,12.02,8.75,1350,25.32,1253,90.3,714,0,1,21.29,710,69.99,1523,1.129,248.6,60.47,0.876,0.135,0.193,0.157,0.076,0.119,0.213,0.167,0.07,12.34,
19/12/15,2015,2.4,2121.4,5198.6,450.5,41.02,152.1,11.49,6.353,1113,25.83,1419,93,2358,0,1,21.31,2039,65.16,1419,0.995,255.8,66.3,0.816,0.138,0.162,0.116,0.061,0.116,0.181,0.151,0.071,12.34,
20/12/15,2015,8.4,1858.7,4562.9,392,38.54,147.3,10.75,6.833,903,25.07,1147,93.4,922,0,4,20.65,1017,71.7,1151,1.071,126.7,70.8,0.823,0.11,0.215,0.248,0.122,0.088,0.106,0.141,0.039,12.35,
21/12/15,2015,0,3365,7986.9,736,57.54,247.5,17.09,6.194,1144,26.76,1431,91.1,117,0,13,21.41,418,60.18,1304,1.277,105.7,73.8,0.87,0.191,0.275,0.263,0.131,0.107,0.12,0.112,0.079,12.34,
22/12/15,2015,2,2369.7,5635.3,503,44.5,161.3,12.47,6.993,1137,25.59,1441,90.8,747,0,15,21.69,349,65.44,1441,1.474,79.9,79.7,0.874,0.226,0.294,0.318,0.152,0.09,0.121,0.163,0.109,12.34,
23/12/15,2015,0.9,2960.8,6987.5,624.4,50.91,223.3,15.85,5.874,738,27.36,1317,88,1503,0,22,21.59,335,60.03,1301,1.496,101.9,67.52,0.863,0.185,0.287,0.478,0.237,0.078,0.054,0.09,0.086,12.34,
24/12/15,2015,6.6,2821.1,6693.3,601,48.26,212,15.47,6.833,1132,25.91,1124,91.6,2300,0,0,21.55,2249,67.34,1125,1.409,86.5,82.9,0.923,0.203,0.3,0.314,0.152,0.103,0.107,0.132,0.098,12.33,
25/12/15,2015,1.8,2730.9,6402.8,568.9,47.77,187.2,13.47,6.194,1551,25.93,1126,91.7,39,0,6,21.51,1337,65.64,1058,1.632,100.5,78.3,0.892,0.198,0.342,0.445,0.225,0.104,0.095,0.131,0.092,12.34,
26/12/15,2015,3,2412.6,5586.5,495.5,43.81,189.8,13.95,6.833,11,25.62,1200,92.9,2025,0,30,20.16,2356,69.06,1318,1.432,141.3,73.2,0.886,0.128,0.207,0.4,0.202,0.125,0.137,0.159,0.075,12.33,
27/12/15,2015,1.6,3040.3,7044.3,650.3,53.54,216,15.7,6.353,1326,26.87,1508,92.3,114,0,0,20.15,550,62.15,1509,1.531,121.8,68.23,0.981,0.168,0.263,0.448,0.237,0.123,0.098,0.112,0.083,12.33,
28/12/15,2015,3.1,2260.3,5448.3,484.1,43.19,178.3,12.7,5.235,1112,25.66,1304,91.1,349,0,22,21.01,530,71.1,1306,1.158,71.9,80.5,0.771,0.167,0.197,0.223,0.121,0.09,0.109,0.164,0.088,12.33,
29/12/15,2015,0.1,2763.1,6487.7,585.1,47.36,196.4,14.4,6.833,1212,26.11,1415,86,527,0,4,21.07,737,65.28,1157,1.309,67.73,73.7,0.868,0.246,0.345,0.264,0.1,0.075,0.083,0.096,0.099,12.33,
30/12/15,2015,10.5,1957.1,4698.4,416.4,37.96,140.7,10.63,7.15,1441,26.02,1605,91.7,1123,0,218,21.33,1108,73.8,1608,1.482,95,77.7,0.91,0.186,0.337,0.412,0.155,0.097,0.094,0.128,0.073,12.33,
31/12/15,2015,1.8,2236.5,5108.2,480.2,40.66,163.4,11.75,7.15,1545,25.28,1439,92.4,2359,0,7,20.2,2357,64.98,1049,1.416,107.3,80.4,0.83,0.183,0.266,0.293,0.149,0.125,0.13,0.169,0.1,12.33,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
